1|1|37|00:00:07.5989398|15.12.2025 14:57:18
1|2|13|00:00:03.2433651|15.12.2025 14:57:23
1|3|23|00:00:05.7718751|15.12.2025 14:57:31
1|1|37|00:00:08.1917453|15.12.2025 15:39:14
1|2|15|00:00:03.4095591|15.12.2025 15:39:19
1|3|27|00:00:08.3821528|15.12.2025 15:39:29
1|1|55|00:00:10.5911247|15.12.2025 15:43:28
1|2|17|00:00:03.4989245|15.12.2025 15:43:32
1|3|25|00:00:05.6546110|15.12.2025 15:43:40
